,All households,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Rented: Council (Local authority),Rented: Other social rented,Rented: Private landlord or letting agency,Rented: Other,Living rent free
S01000594,402,115,233,1,8,2,21,3,19
S01000595,326,124,125,-,27,32,15,2,1
S01000596,331,174,134,-,7,-,12,2,2
S01000597,415,233,162,-,3,-,12,3,2
S01000598,491,134,299,-,9,1,41,5,2
S01000599,465,184,205,-,21,-,46,3,6
S01000600,324,132,134,-,22,2,23,2,9
S01000601,483,198,210,2,13,4,35,9,12
S01000602,317,114,119,-,33,6,33,5,7
S01000603,405,158,150,-,11,26,41,9,10
S01000604,384,219,135,-,2,11,10,1,6
S01000605,317,151,116,-,19,4,21,5,1
S01000606,422,65,85,2,131,72,51,7,9
S01000607,347,203,95,-,30,4,8,5,2
S01000608,655,120,133,1,40,210,126,14,11
S01000609,505,80,87,9,214,75,35,4,1
S01000610,498,70,86,-,48,157,121,8,8
S01000611,303,72,79,1,82,47,15,4,3
S01000612,594,140,168,1,89,83,97,9,7
S01000613,526,204,163,2,23,64,57,6,7
S01000614,305,96,90,-,40,28,37,3,11
S01000615,461,93,87,-,103,124,43,6,5
S01000616,573,175,214,4,14,3,136,12,15
S01000617,294,123,89,-,26,9,28,14,5
S01000618,378,147,118,-,37,40,29,3,4
S01000619,290,103,84,-,9,36,13,39,6
S01000620,515,64,77,1,201,134,30,5,3
S01000621,560,152,173,1,155,3,58,4,14
S01000622,278,31,96,1,47,83,15,5,-
S01000623,289,57,119,-,17,78,11,1,6
S01000624,274,73,84,-,15,51,41,6,4
S01000625,276,45,50,1,125,23,30,1,1
S01000626,306,48,66,-,170,7,13,2,-
S01000627,405,99,143,-,108,22,24,5,4
S01000628,237,64,56,-,62,40,11,2,2
S01000629,286,58,146,-,21,44,11,2,4
S01000630,350,117,98,2,115,1,11,2,4
S01000631,286,69,78,-,109,16,12,-,2
S01000632,233,83,52,1,6,2,66,8,15
S01000633,212,67,114,-,15,1,12,1,2
S01000634,350,116,89,-,125,1,13,3,3
S01000635,250,67,115,-,34,19,10,2,3
S01000636,222,74,42,-,8,6,69,1,22
S01000637,268,105,92,1,5,2,44,5,14
S01000638,239,115,75,-,2,2,27,7,11
S01000639,279,69,80,-,24,4,75,6,21
S01000640,303,144,81,1,12,4,39,9,13
S01000641,343,137,121,-,26,12,33,3,11
S01000642,378,152,130,1,14,11,51,6,13
S01000643,285,113,109,-,18,6,27,3,9
S01000644,316,147,117,-,20,1,21,5,5
S01000645,426,132,139,1,21,47,62,7,17
S01000646,356,164,121,-,56,-,10,-,5
S01000647,366,131,113,1,98,2,15,1,5
S01000648,418,69,112,-,173,37,20,1,6
S01000649,249,95,50,-,1,5,78,6,14
S01000650,301,86,111,-,80,3,12,4,5
S01000651,410,107,101,1,82,68,43,4,4
S01000652,339,122,113,-,89,2,9,1,3
S01000653,472,112,134,1,122,40,46,6,11
S01000654,414,81,131,3,127,43,25,3,1
S01000655,374,52,75,1,181,34,21,6,4
S01000656,407,88,102,-,103,34,68,4,8
S01000657,401,68,96,-,144,37,46,6,4
S01000658,296,54,60,-,124,6,44,4,4
S01000659,608,219,198,7,77,54,28,6,19
S01000660,422,237,123,1,4,21,29,1,6
S01000661,432,131,131,5,22,68,64,9,2
S01000662,299,117,106,5,16,11,31,6,7
S01000663,315,109,112,-,8,44,30,6,6
S01000664,369,136,133,1,50,6,22,3,18
S01000665,310,102,88,-,64,3,45,2,6
S01000666,224,101,79,-,15,9,13,1,6
S01000667,448,176,157,-,50,4,45,12,4
S01000668,417,77,85,2,202,27,17,5,2
S01000669,456,104,104,2,108,38,85,8,7
S01000670,296,110,88,3,50,12,21,5,7
S01000671,243,110,78,-,26,15,9,2,3
S01000672,314,113,112,1,63,1,13,6,5
S01000673,310,147,127,-,14,1,15,3,3
S01000674,475,174,126,-,48,8,83,14,22
S01000675,299,140,120,-,9,15,11,1,3
S01000676,205,63,47,-,13,2,55,12,13
S01000677,439,69,72,-,170,6,91,6,25
S01000678,420,158,146,-,57,19,31,6,3
S01000679,387,72,97,1,142,9,59,5,2
S01000680,498,110,97,-,125,117,39,9,1
S01000681,550,83,125,6,169,32,117,9,9
S01000682,389,106,81,1,15,63,104,13,6
S01000683,259,102,83,1,17,3,43,3,7
S01000684,424,81,79,-,162,46,43,8,5
S01000685,423,180,112,2,36,22,56,7,8
S01000686,397,103,101,-,90,18,73,4,8
S01000687,397,111,106,1,134,17,23,2,3
S01000688,315,140,113,1,29,2,22,2,6
S01000689,260,75,81,-,15,3,71,3,12
S01000690,416,187,154,4,30,4,32,1,4
S01000691,386,83,130,1,130,16,15,4,7
S01000692,358,44,73,2,204,17,13,3,2
S01000693,502,75,96,1,177,54,82,7,10
S01000694,330,73,117,1,60,47,30,2,-
S01000695,347,107,107,1,34,53,38,6,1
S01000696,407,104,98,-,77,17,94,6,11
S01000697,372,147,155,-,14,14,36,3,3
S01000698,305,90,115,-,50,1,42,4,3
S01000699,263,91,71,-,37,23,29,4,8
S01000700,320,120,88,7,24,58,22,1,-
S01000701,437,207,154,3,15,12,32,5,9
S01000702,246,123,82,-,15,5,18,-,3
S01000703,342,79,121,-,81,42,17,2,-
S01000704,361,133,115,-,6,7,69,6,25
S01000705,479,191,186,1,48,7,33,6,7
S01000706,351,135,136,-,6,-,55,7,12
S01000707,270,103,91,1,13,1,49,6,6
S01000708,240,109,49,-,5,3,42,5,27
S01000709,482,198,124,2,74,18,49,6,11
S01000710,465,106,98,1,15,15,164,9,57
S01000711,219,126,52,-,-,18,12,1,10
S01000712,302,148,72,-,-,56,13,6,7
S01000713,302,119,88,-,-,88,2,2,3
S01000714,419,160,122,-,-,86,35,6,10
S01000715,380,115,80,-,-,144,28,9,4
S01000716,302,58,56,-,-,67,111,7,3
S01000717,466,66,66,1,-,278,37,8,10
S01000718,412,104,92,3,-,186,13,4,10
S01000719,292,146,91,-,-,36,14,3,2
S01000720,375,207,70,-,-,53,31,4,10
S01000721,314,129,51,-,-,58,59,6,11
S01000722,390,109,94,-,-,148,24,5,10
S01000723,201,94,36,-,-,13,36,5,17
S01000724,350,113,79,2,-,110,21,13,12
S01000725,271,131,68,1,-,16,37,8,10
S01000726,357,178,65,-,-,60,25,14,15
S01000727,280,56,59,3,-,139,19,4,-
S01000728,302,116,51,-,-,18,97,11,9
S01000729,277,84,56,-,-,119,12,3,3
S01000730,189,59,36,-,-,74,19,1,-
S01000731,315,49,42,4,-,201,15,2,2
S01000732,351,65,31,8,-,184,51,6,6
S01000733,405,126,61,-,-,115,77,15,11
S01000734,359,216,101,-,-,5,25,4,8
S01000735,242,108,64,1,-,31,29,3,6
S01000736,394,211,90,2,-,39,44,4,4
S01000737,273,108,43,1,-,82,27,3,9
S01000738,227,93,71,-,-,39,16,2,6
S01000739,376,143,88,2,-,102,25,10,6
S01000740,355,201,64,-,-,42,26,6,16
S01000741,403,185,125,-,-,38,41,9,5
S01000742,282,150,76,1,-,29,12,6,8
S01000743,374,182,120,8,-,18,30,11,5
S01000744,389,116,122,1,-,58,76,10,6
S01000745,320,115,122,2,-,31,38,9,3
S01000746,378,124,118,-,-,85,41,8,2
S01000747,295,87,85,1,-,54,48,8,12
S01000748,276,55,42,-,-,139,32,6,2
S01000749,233,43,53,3,-,117,11,5,1
S01000750,348,156,80,-,-,78,32,-,2
S01000751,315,139,126,-,-,32,13,3,2
S01000752,444,82,102,-,-,228,20,5,7
S01000753,256,70,111,-,-,59,12,3,1
S01000754,316,135,112,-,-,24,35,6,4
S01000755,348,129,42,-,-,63,66,17,31
S01000756,507,235,144,3,-,53,67,2,3
S01000757,348,175,101,7,-,39,17,5,4
S01000758,529,240,232,-,-,7,36,4,10
S01000759,439,162,128,-,-,110,33,3,3
S01000760,217,70,102,-,-,32,9,1,3
S01000761,283,155,93,1,-,5,16,3,10
S01000762,260,114,132,-,-,5,5,3,1
S01000763,353,174,77,3,-,16,37,21,25
S01000764,290,117,133,-,-,6,28,3,3
S01000765,261,34,97,1,-,16,19,93,1
S01000766,344,160,119,-,-,30,27,4,4
S01000767,324,40,60,1,-,196,21,5,1
S01000768,477,134,148,1,-,58,105,18,13
S01000769,516,122,147,3,-,69,163,6,6
S01000770,279,38,87,-,-,135,11,4,4
S01000771,443,178,155,-,-,40,55,8,7
S01000772,335,182,104,-,-,6,33,5,5
S01000773,404,193,137,-,-,35,30,5,4
S01000774,283,22,79,-,-,66,35,78,3
S01000775,308,132,88,-,-,58,23,4,3
S01000776,223,117,93,-,-,2,6,2,3
S01000777,108,4,4,-,-,52,6,42,-
S01000778,200,105,81,-,-,3,7,3,1
S01000779,332,105,142,-,-,18,32,35,-
S01000780,371,95,113,-,-,134,18,7,4
S01000781,337,197,117,-,-,2,17,3,1
S01000782,256,114,126,1,-,3,9,2,1
S01000783,216,109,78,-,-,4,18,7,-
S01000784,289,151,119,-,-,4,2,10,3
S01000785,350,168,93,2,-,48,27,6,6
S01000786,349,135,131,-,-,40,36,6,1
S01000787,230,112,40,-,-,13,44,4,17
S01000788,281,105,125,1,-,23,22,-,5
S01000789,369,140,95,1,-,87,36,4,6
S01000790,191,104,59,-,-,4,6,18,-
S01000791,274,63,89,6,-,94,16,3,3
S01000792,279,107,153,-,-,5,10,1,3
S01000793,266,77,94,1,-,60,27,4,3
S01000794,449,128,110,-,-,165,34,3,9
S01000795,434,144,168,14,-,67,20,10,11
S01000796,193,53,48,-,-,23,46,4,19
S01000797,169,27,78,-,-,52,8,2,2
S01000798,234,62,78,-,-,79,7,4,4
S01000799,291,105,133,1,-,23,19,7,3
S01000800,464,244,110,2,-,30,56,16,6
S01000801,292,105,116,4,-,30,27,6,4
S01000802,355,177,91,1,-,36,38,3,9
S01000803,436,222,118,4,-,22,40,14,16
S01000804,368,129,158,2,-,39,30,2,8
S01000805,388,195,77,5,-,58,39,6,8
S01000806,380,203,72,-,-,34,55,6,10
S01000807,343,88,88,2,-,84,59,9,13
S01000808,322,138,86,5,-,31,44,4,14
S01000809,281,127,55,-,-,42,28,16,13
S01000810,298,118,81,-,-,41,45,5,8
S01000811,323,162,120,2,-,10,22,5,2
S01000812,564,103,179,10,-,203,55,8,6
S01000813,320,131,134,-,-,31,14,4,6
S01000814,310,49,99,2,-,140,16,2,2
S01000815,307,24,42,1,-,200,37,2,1
S01000816,354,92,74,14,-,73,87,6,8
S01000817,378,124,146,1,-,66,27,7,7
S01000818,444,165,141,1,-,25,91,5,16
S01000819,374,190,85,2,-,28,42,8,19
S01000820,252,109,57,-,-,14,44,11,17
S01000821,387,100,117,1,-,85,75,1,8
S01000822,244,83,82,1,-,55,16,3,4
S01000823,241,53,71,-,-,99,15,-,3
S01000824,342,129,102,-,-,69,30,4,8
S01000825,311,152,83,1,-,18,40,5,12
S01000826,280,76,94,-,-,83,14,5,8
S01000827,305,137,92,-,-,39,26,3,8
S01000828,366,166,109,1,-,34,28,17,11
S01000829,310,160,56,3,-,29,41,11,10
S01000830,358,171,88,-,-,40,39,11,9
S01000831,403,207,77,-,-,58,33,14,14
S01000832,460,164,112,2,-,93,73,10,6
S01000833,421,81,222,-,82,2,31,1,2
S01000834,458,127,128,1,163,3,26,5,5
S01000835,332,64,81,-,156,1,24,3,3
S01000836,380,28,51,4,204,58,32,1,2
S01000837,581,57,96,4,144,158,112,6,4
S01000838,283,87,117,1,56,4,10,3,5
S01000839,602,113,329,2,67,7,75,8,1
S01000840,313,43,48,-,109,92,16,4,1
S01000841,377,38,68,2,212,38,19,-,-
S01000842,367,176,136,2,26,2,21,2,2
S01000843,433,121,161,2,10,73,53,8,5
S01000844,371,78,133,1,83,3,66,2,5
S01000845,247,85,109,-,22,3,22,4,2
S01000846,372,38,54,-,201,36,39,4,-
S01000847,523,128,143,-,104,55,82,6,5
S01000848,317,145,104,-,32,15,10,1,10
S01000849,203,37,83,-,66,2,12,-,3
S01000850,335,49,69,3,136,44,24,5,5
S01000851,333,113,177,1,6,7,25,3,1
S01000852,345,82,108,-,79,51,17,3,5
S01000853,273,66,80,1,74,28,15,4,5
S01000854,388,61,87,1,88,122,24,4,1
S01000855,308,97,130,1,20,39,20,1,-
S01000856,190,50,61,-,59,2,14,1,3
S01000857,204,47,80,1,63,2,9,-,2
S01000858,360,88,222,-,12,15,17,3,3
S01000859,470,155,234,3,47,2,22,4,3
S01000860,394,53,93,1,198,1,39,4,5
S01000861,291,98,99,2,72,2,12,2,4
S01000862,224,96,96,-,10,13,7,-,2
S01000863,273,55,98,-,105,3,7,2,3
S01000864,456,117,246,-,58,11,10,8,6
S01000865,465,89,148,-,186,4,34,-,4
S01000866,374,79,116,-,44,118,9,1,7
S01000867,437,54,101,-,163,75,29,8,7
S01000868,291,45,56,-,105,61,17,2,5
S01000869,223,24,44,-,8,132,12,3,-
S01000870,332,49,95,-,45,126,13,4,-
S01000871,354,111,159,-,50,6,19,2,7
S01000872,350,112,126,-,68,2,30,4,8
S01000873,994,257,504,1,68,57,74,15,18
S01000874,242,40,65,2,110,1,18,4,2
S01000875,607,145,297,3,87,15,42,7,11
S01000876,327,92,137,-,60,2,27,6,3
S01000877,356,46,87,5,120,65,28,2,3
S01000878,218,96,105,-,10,-,6,-,1
S01000879,427,205,156,3,23,12,19,2,7
S01000880,340,176,135,-,5,3,13,3,5
S01000881,309,86,84,-,104,16,16,1,2
S01000882,465,118,151,2,93,30,59,6,6
S01000883,372,96,146,-,67,4,52,4,3
S01000884,261,86,109,7,18,20,12,2,7
S01000885,198,104,83,-,2,-,4,2,3
S01000886,295,78,105,-,34,68,4,-,6
S01000887,305,121,105,2,64,-,9,4,-
S01000888,344,92,102,4,91,8,39,7,1
S01000889,337,106,124,2,48,21,28,3,5
S01000890,381,102,103,1,136,3,29,4,3
S01000891,387,171,113,1,63,5,23,3,8
S01000892,201,94,86,-,4,-,14,1,2
S01000893,265,130,112,-,7,3,9,1,3
S01000894,231,86,83,-,16,5,38,-,3
S01000895,413,147,165,-,74,2,22,1,2
S01000896,209,117,68,-,6,1,11,1,5
S01000897,325,172,40,1,-,45,43,6,18
S01000898,247,133,25,5,-,37,32,3,12
S01000899,370,132,50,2,-,143,29,6,8
S01000900,274,153,46,-,-,25,34,4,12
S01000901,288,90,36,3,-,52,89,2,16
S01000902,443,195,116,-,-,59,56,5,12
S01000903,459,246,61,-,-,79,47,6,20
S01000904,329,151,63,-,-,50,41,5,19
S01000905,313,137,47,-,-,42,51,9,27
S01000906,237,97,65,-,-,39,26,3,7
S01000907,385,135,57,2,-,119,58,9,5
S01000908,363,97,78,-,-,102,67,12,7
S01000909,385,178,82,2,-,25,53,15,30
S01000910,358,112,94,1,-,86,46,11,8
S01000911,462,249,104,-,-,36,46,6,21
S01000912,315,156,70,-,-,44,33,1,11
S01000913,305,128,55,3,-,49,38,6,26
S01000914,342,234,51,5,-,7,29,6,10
S01000915,424,210,75,6,-,49,65,4,15
S01000916,482,211,97,-,-,83,63,13,15
S01000917,321,145,53,1,-,39,62,7,14
S01000918,275,133,56,2,-,4,53,13,14
S01000919,308,113,64,-,-,67,48,6,10
S01000920,248,98,58,1,-,33,31,2,25
S01000921,301,91,66,-,-,58,56,11,19
S01000922,390,137,80,-,-,84,62,11,16
S01000923,363,110,121,3,-,94,20,5,10
S01000924,405,78,118,15,-,167,19,2,6
S01000925,438,172,121,3,-,74,51,5,12
S01000926,401,97,142,4,-,113,43,1,1
S01000927,378,141,102,1,-,105,20,3,6
S01000928,446,194,103,1,-,63,56,8,21
S01000929,219,27,20,-,-,153,18,-,1
S01000930,255,28,15,2,-,193,14,-,3
S01000931,302,61,73,-,-,131,25,9,3
S01000932,465,170,123,1,-,96,55,9,11
S01000933,483,145,139,9,-,89,81,10,10
S01000934,498,75,108,1,-,184,114,11,5
S01000935,384,145,110,1,-,89,31,2,6
S01000936,406,160,122,-,-,71,36,7,10
S01000937,285,70,63,2,-,87,46,5,12
S01000938,340,95,132,-,-,78,24,2,9
S01000939,395,141,96,2,-,105,38,8,5
S01000940,390,201,120,1,-,17,31,8,12
S01000941,253,90,45,-,-,92,21,2,3
S01000942,466,135,82,3,-,149,67,15,15
S01000943,394,259,99,1,-,4,18,4,9
S01000944,417,195,75,1,-,75,50,9,12
S01000945,349,134,83,-,-,47,66,9,10
S01000946,342,135,92,2,-,81,20,9,3
S01000947,339,139,85,2,-,63,40,4,6
S01000948,345,173,85,-,-,19,33,8,27
S01000949,301,193,65,-,-,3,30,3,7
S01000950,373,178,61,3,-,57,48,7,19
S01000951,400,141,90,-,-,85,67,12,5
S01000952,402,184,86,-,-,103,18,6,5
S01000953,389,237,118,-,-,5,19,1,9
S01000954,465,187,100,-,-,105,57,9,7
S01000955,251,117,98,-,-,14,16,2,4
S01000956,400,54,94,1,-,204,43,3,1
S01000957,229,105,53,2,-,11,37,7,14
S01000958,376,111,113,2,-,116,25,2,7
S01000959,304,132,118,-,-,13,31,8,2
S01000960,277,124,52,3,-,53,36,3,6
S01000961,387,163,113,-,-,67,26,7,11
S01000962,327,117,87,1,-,57,47,8,10
S01000963,381,142,74,5,-,133,17,5,5
S01000964,421,219,101,-,-,29,45,3,24
S01000965,268,39,46,1,-,165,13,2,2
S01000966,468,117,146,1,-,169,29,4,2
S01000967,283,81,60,2,-,105,25,4,6
S01000968,443,169,106,-,-,57,89,2,20
S01000969,493,175,111,-,-,128,60,6,13
S01000970,368,121,90,-,-,119,27,7,4
S01000971,299,55,64,5,-,150,20,4,1
S01000972,386,192,164,-,-,2,15,5,8
S01000973,275,75,115,-,-,46,32,3,4
S01000974,481,237,189,2,-,16,21,7,9
S01000975,254,105,73,1,-,10,49,6,10
S01000976,231,99,58,1,-,4,54,5,10
S01000977,393,147,153,1,-,46,27,5,14
S01000978,366,145,85,-,-,69,52,4,11
S01000979,304,116,86,-,-,49,34,5,14
S01000980,325,131,77,1,-,41,52,11,12
S01000981,279,145,86,-,-,8,22,8,10
S01000982,289,142,99,1,-,9,25,3,10
S01000983,239,118,59,-,-,26,23,6,7
S01000984,298,138,47,2,-,50,38,9,14
S01000985,297,79,72,-,-,85,49,5,7
S01000986,257,102,70,-,-,46,25,5,9
S01000987,266,122,76,-,-,12,49,3,4
S01000988,223,91,90,-,-,13,9,6,14
S01000989,338,166,116,-,-,5,27,9,15
S01000990,361,93,131,-,-,67,56,7,7
S01000991,176,66,44,-,-,11,45,3,7
S01000992,453,192,158,-,-,55,37,4,7
S01000993,334,132,137,-,-,35,22,5,3
S01000994,465,145,111,-,-,125,59,9,16
S01000995,309,120,159,-,-,5,21,3,1
S01000996,510,176,143,18,-,91,47,8,27
S01000997,389,221,141,2,-,8,14,1,2
S01000998,353,67,68,12,-,122,72,8,4
S01000999,269,108,127,1,-,3,24,4,2
S01001000,272,84,99,-,-,41,42,5,1
S01001001,239,96,63,3,-,16,36,7,18
S01001002,300,76,140,14,-,21,42,5,2
S01001003,364,183,147,-,-,1,22,7,4
S01001004,289,171,97,-,-,2,13,3,3
S01001005,360,180,127,-,-,24,21,4,4
S01001006,294,149,121,-,-,1,17,2,4
S01001007,447,113,113,1,-,168,43,5,4
S01001008,408,154,116,-,-,20,99,11,8
S01001009,314,127,121,1,-,3,39,16,7
S01001010,538,137,80,13,-,193,99,8,8
S01001011,227,70,60,-,-,17,61,7,12
S01001012,308,145,135,-,-,6,16,2,4
S01001013,357,122,105,1,-,62,51,6,10
S01001014,490,71,65,-,-,165,178,6,5
S01001015,255,59,54,21,-,77,35,6,3
S01001016,390,171,102,2,-,64,34,13,4
S01001017,377,100,103,-,-,139,27,4,4
S01001018,415,118,128,3,-,92,53,10,11
S01001019,519,54,76,1,-,338,45,2,3
S01001020,228,62,72,-,-,77,12,1,4
S01001021,487,154,175,2,-,66,83,3,4
S01001022,381,115,117,1,-,45,87,11,5
S01001023,429,154,77,1,-,11,160,8,18
S01001024,699,205,328,4,-,91,51,8,12
S01001025,565,239,221,6,-,33,51,10,5
S01001026,378,170,122,-,-,51,25,3,7
S01001027,438,237,131,-,-,37,18,3,12
S01001028,329,56,100,1,-,140,24,3,5
S01001029,323,55,68,-,-,182,14,3,1
S01001030,318,188,105,-,-,5,13,5,2
S01001031,411,110,130,2,-,149,9,10,1
S01001032,332,54,54,1,-,192,24,3,4
S01001033,249,43,62,-,-,122,19,3,-
S01001034,344,47,43,1,-,237,15,1,-
S01001035,198,52,51,-,-,75,15,4,1
S01001036,298,34,58,4,-,179,18,4,1
S01001037,452,109,98,-,-,219,16,8,2
S01001038,317,120,143,-,-,16,30,6,2
S01001039,240,95,66,1,-,7,54,1,16
S01001040,286,120,104,-,-,22,30,3,7
S01001041,295,136,82,-,-,48,20,4,5
S01001042,426,141,223,2,-,7,39,4,10
S01001043,268,94,147,2,-,2,19,3,1
S01001044,449,205,82,-,-,67,60,13,22
S01001045,291,156,109,-,-,2,21,-,3
S01001046,358,105,143,1,-,49,54,3,3
S01001047,382,232,75,-,-,11,42,3,19
S01001048,271,129,111,1,-,1,23,4,2
S01001049,280,77,98,-,-,83,16,3,3
S01001050,420,152,119,2,-,39,90,8,10
S01001051,294,97,78,5,-,99,12,2,1
S01001052,234,63,64,1,-,80,21,-,5
S01001053,345,159,94,3,-,43,33,3,10
S01001054,323,111,96,-,-,60,42,5,9
S01001055,416,146,109,2,-,114,36,4,5
S01001056,345,102,98,-,-,103,37,5,-
S01001057,257,79,47,-,-,32,66,6,27
S01001058,373,123,111,-,-,90,36,7,6
S01001059,246,34,73,-,-,119,14,3,3
S01001060,317,69,98,3,-,113,25,5,4
S01001061,339,120,85,1,-,62,55,6,10
S01001062,233,103,69,-,-,9,35,12,5
S01001063,387,187,91,2,-,56,35,7,9
S01001064,361,139,97,2,-,55,53,5,10
S01001065,396,158,77,1,-,41,89,13,17
S01001066,323,143,72,-,-,28,62,4,14
S01001067,341,141,70,-,-,17,91,5,17
S01001068,395,199,80,4,-,18,65,9,20
S01001069,370,142,107,-,-,31,67,5,18
S01001070,396,158,90,-,-,45,74,8,21
S01001071,277,117,78,1,-,25,34,3,19
S01001072,373,90,90,1,-,20,137,19,16
S01001073,481,212,138,1,-,50,55,8,17
S01001074,209,67,35,1,-,4,70,9,23
S01001075,453,193,106,-,-,99,42,6,7
S01001076,365,125,85,1,-,53,68,6,27
S01001077,429,161,87,-,-,77,65,9,30
S01001078,409,115,107,6,-,84,81,10,6
S01001079,223,71,55,-,-,10,55,4,28
S01001080,312,142,98,-,-,37,28,2,5
S01001081,277,108,58,1,-,56,38,5,11
S01001082,506,223,107,1,-,96,59,13,7
S01001083,368,134,100,1,-,99,18,5,11
S01001084,408,189,110,1,-,71,30,3,4
S01001085,348,86,102,-,-,131,17,9,3
S01001086,312,58,59,-,-,183,9,2,1
S01001087,242,76,46,-,-,112,4,-,4
S01001088,444,119,82,-,-,204,31,3,5
S01001089,416,151,97,-,-,113,36,6,13
S01001090,399,130,109,4,1,7,136,9,3
S01001091,288,28,66,1,4,41,130,13,5
S01001092,545,56,94,1,8,68,295,11,12
S01001093,393,55,56,3,1,72,190,15,1
S01001094,403,196,114,-,2,2,72,12,5
S01001095,288,18,21,2,4,41,194,4,4
S01001096,434,34,57,5,4,69,235,24,6
S01001097,320,148,92,1,3,2,62,4,8
S01001098,273,139,107,1,1,2,15,2,6
S01001099,821,36,59,4,16,286,390,16,14
S01001100,614,87,86,6,182,27,214,7,5
S01001101,632,21,40,5,4,64,476,17,5
S01001102,227,9,8,2,10,127,64,7,-
S01001103,301,106,90,-,4,4,91,3,3
S01001104,437,29,37,2,29,103,226,4,7
S01001105,332,208,107,-,3,-,11,3,-
S01001106,362,127,177,2,6,-,44,4,2
S01001107,608,106,110,4,155,22,177,24,10
S01001108,915,56,130,6,10,176,496,28,13
S01001109,633,58,88,7,126,53,290,8,3
S01001110,454,35,60,4,38,52,248,16,1
S01001111,589,28,76,2,18,111,337,14,3
S01001112,474,162,102,1,8,15,173,10,3
S01001113,493,35,45,3,56,192,148,6,8
S01001114,517,47,33,-,302,46,85,4,-
S01001115,416,70,102,1,152,1,79,10,1
S01001116,281,82,56,1,89,25,23,2,3
S01001117,309,34,53,5,44,80,85,3,5
S01001118,285,105,84,28,6,32,21,5,4
S01001119,618,133,116,1,21,89,225,20,13
S01001120,356,127,102,-,4,47,71,4,1
S01001121,357,43,76,-,63,78,86,8,3
S01001122,360,53,90,4,9,47,142,11,4
S01001123,450,163,182,-,13,24,57,7,4
S01001124,328,121,85,-,35,50,30,4,3
S01001125,179,41,43,-,53,1,35,2,4
S01001126,392,191,150,-,17,2,26,2,4
S01001127,398,102,127,-,55,18,84,7,5
S01001128,261,146,105,-,3,1,5,-,1
S01001129,520,78,113,-,238,6,73,8,4
S01001130,425,97,117,1,137,2,59,9,3
S01001131,229,40,53,-,8,68,49,6,5
S01001132,325,85,117,1,74,6,35,4,3
S01001133,554,133,128,11,24,123,121,6,8
S01001134,383,181,143,-,4,1,46,3,5
S01001135,175,18,35,-,93,5,20,4,-
S01001136,591,39,73,7,13,225,220,11,3
S01001137,598,47,69,1,77,178,211,13,2
S01001138,770,64,178,5,96,102,294,18,13
S01001139,435,102,93,-,202,1,28,4,5
S01001140,592,94,148,2,163,72,95,8,10
S01001141,267,22,43,5,34,74,78,8,3
S01001142,468,260,124,-,4,4,59,8,9
S01001143,337,212,95,1,-,-,23,2,4
S01001144,341,71,86,-,144,3,31,3,3
S01001145,348,94,78,1,136,5,20,4,10
S01001146,357,202,137,1,4,1,7,2,3
S01001147,414,28,70,-,22,82,202,5,5
S01001148,325,171,116,-,12,2,14,6,4
S01001149,321,40,113,2,7,79,71,8,1
S01001150,391,43,63,-,227,15,36,5,2
S01001151,364,31,30,-,146,114,36,4,3
S01001152,545,123,112,-,201,28,66,14,1
S01001153,358,174,95,-,35,23,23,6,2
S01001154,318,164,112,-,2,2,28,3,7
S01001155,262,152,87,-,3,-,15,1,4
S01001156,439,49,67,1,2,88,214,12,6
S01001157,310,145,143,-,-,4,12,3,3
S01001158,347,87,79,-,151,8,14,4,4
S01001159,356,171,90,29,2,38,20,2,4
S01001160,329,57,65,1,182,2,18,2,2
S01001161,265,108,94,-,24,3,32,3,1
S01001162,384,176,127,3,7,19,41,7,4
S01001163,409,29,55,10,79,80,144,3,9
S01001164,362,97,70,-,134,2,52,6,1
S01001165,453,43,87,2,49,94,160,18,-
S01001166,158,8,11,-,45,40,51,2,1
S01001167,358,216,121,-,2,3,10,6,-
S01001168,464,44,96,2,6,48,249,19,-
S01001169,548,62,86,-,253,98,41,7,1
S01001170,447,40,64,1,278,21,35,2,6
S01001171,291,41,108,25,21,26,55,10,5
S01001172,359,45,62,1,143,12,84,9,3
S01001173,413,85,121,-,135,41,25,6,-
S01001174,358,15,58,2,64,28,174,14,3
S01001175,427,75,85,1,196,40,24,4,2
S01001176,348,115,140,1,47,14,24,6,1
S01001177,501,71,80,7,120,127,85,7,4
S01001178,479,171,68,-,175,17,36,4,8
S01001179,382,202,159,-,3,2,7,3,6
S01001180,467,55,79,1,141,17,155,11,8
S01001181,371,224,124,2,1,1,13,4,2
S01001182,457,78,136,-,186,2,45,4,6
S01001183,548,77,80,-,260,37,81,10,3
S01001184,338,111,160,-,2,1,53,3,8
S01001185,235,140,86,-,-,-,6,2,1
S01001186,281,133,127,-,4,1,13,2,1
S01001187,437,81,98,-,180,35,32,6,5
S01001188,498,55,98,1,145,8,176,13,2
S01001189,546,141,134,1,117,55,78,14,6
S01001190,308,172,116,-,-,2,16,-,2
S01001191,378,68,106,-,159,4,30,4,7
S01001192,604,72,94,1,307,9,108,11,2
S01001193,359,166,130,4,6,15,26,8,4
S01001194,398,208,161,-,1,-,18,8,2
S01001195,479,159,136,2,72,90,13,4,3
S01001196,651,82,148,2,251,15,143,4,6
S01001197,241,46,74,-,101,1,13,4,2
