,All people aged 16 and over in households,Living in a couple: Married or in a registered same-sex civil partnership,Living in a couple: Cohabiting,Not living in a couple: Single (never married or never registered a same-sex civil partnership),Not living in a couple: Married or in a registered same-sex civil partnership,Not living in a couple: Separated (but still legally married or still legally in a same-sex civil partnership),Not living in a couple: Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Not living in a couple: Widowed or surviving partner from a same-sex civil partnership
S01004140,441,220,44,103,3,15,29,27
S01004141,553,300,44,128,5,14,34,28
S01004142,410,234,50,87,2,11,16,10
S01004143,695,354,66,153,8,20,44,50
S01004144,1026,570,122,196,5,27,49,57
S01004145,507,252,62,118,1,12,36,26
S01004146,640,344,112,123,5,21,19,16
S01004147,559,276,50,133,4,14,37,45
S01004148,764,492,48,144,4,6,29,41
S01004149,568,234,68,166,4,21,44,31
S01004150,431,264,32,92,-,4,18,21
S01004151,720,492,54,116,4,12,22,20
S01004152,562,238,74,166,4,8,38,34
S01004153,676,284,100,163,1,18,41,69
S01004154,539,334,30,98,4,9,25,39
S01004155,663,246,100,183,6,22,52,54
S01004156,742,278,138,202,6,27,43,48
S01004157,473,308,30,75,4,6,16,34
S01004158,486,196,70,116,2,17,45,40
S01004159,282,122,40,75,1,6,19,19
S01004160,541,276,68,104,2,16,40,35
S01004161,460,210,76,109,9,14,18,24
S01004162,1529,830,344,250,9,24,44,28
S01004163,517,232,76,137,2,5,39,26
S01004164,709,356,72,159,6,18,37,61
S01004165,798,444,92,178,5,21,36,22
S01004166,590,294,78,142,-,16,28,32
S01004167,558,248,68,104,1,15,46,76
S01004168,503,222,75,128,1,15,30,32
S01004169,580,224,108,161,2,11,44,30
S01004170,576,256,74,139,5,16,33,53
S01004171,524,260,80,104,9,14,26,31
S01004172,605,212,92,153,5,22,51,70
S01004173,482,232,54,111,1,12,31,41
S01004174,597,296,70,141,1,12,29,48
S01004175,456,206,76,120,1,14,29,10
S01004176,508,302,56,91,1,9,20,29
S01004177,379,168,48,98,2,4,30,29
S01004178,472,208,52,124,2,18,26,42
S01004179,419,230,42,82,2,13,26,24
S01004180,640,420,68,97,5,18,10,22
S01004181,636,338,62,127,7,13,40,49
S01004182,706,248,100,191,3,25,73,66
S01004183,825,480,76,180,4,22,35,28
S01004184,648,270,52,194,3,10,57,62
S01004185,556,212,88,166,2,16,43,29
S01004186,599,192,80,175,2,20,52,78
S01004187,593,304,38,143,4,12,40,52
S01004188,586,216,82,171,4,25,54,34
S01004189,660,452,58,114,3,6,15,12
S01004190,652,286,82,166,6,24,39,49
S01004191,601,246,70,166,2,16,48,53
S01004192,799,346,118,194,9,25,57,50
S01004193,576,296,74,112,1,17,35,41
S01004194,612,292,61,139,5,19,48,48
S01004195,503,232,38,139,2,19,36,37
S01004196,508,156,82,154,5,29,42,40
S01004197,552,198,76,163,2,20,51,42
S01004198,392,220,46,65,11,11,24,15
S01004199,665,354,58,136,2,13,36,66
S01004200,608,400,44,110,6,10,18,20
S01004201,603,326,52,128,4,13,33,47
S01004202,444,270,44,82,2,4,19,23
S01004203,790,386,90,183,7,18,45,61
S01004204,573,368,32,75,3,5,30,60
S01004205,605,270,48,175,5,9,32,66
S01004206,491,318,28,86,2,5,16,36
S01004207,565,220,102,153,5,14,34,37
S01004208,677,348,78,155,-,14,41,41
S01004209,462,278,56,76,-,10,11,31
S01004210,472,274,28,88,2,11,28,41
S01004211,786,504,86,130,3,12,25,26
S01004212,1322,790,184,224,10,22,53,39
S01004213,508,220,60,103,3,16,67,39
S01004214,561,380,22,80,4,6,15,54
S01004215,458,302,32,75,2,3,18,26
S01004216,691,402,34,157,6,13,31,48
S01004217,380,162,50,96,7,16,33,16
S01004218,668,330,64,128,3,17,44,82
S01004219,416,184,46,112,1,13,38,22
S01004220,729,444,60,111,7,11,35,61
S01004221,653,344,60,138,2,20,42,47
S01004222,499,112,84,161,7,23,62,50
S01004223,540,172,77,188,6,20,48,29
S01004224,542,238,64,131,6,13,38,52
S01004225,648,166,108,205,8,22,73,66
S01004226,556,224,80,150,3,17,47,35
S01004227,804,384,154,160,7,23,31,45
S01004228,680,354,78,155,6,18,37,32
S01004229,525,272,48,104,8,15,26,52
S01004230,553,252,60,143,5,8,34,51
S01004231,594,262,64,152,4,12,45,55
S01004232,486,274,68,84,1,13,23,23
S01004233,642,332,82,122,7,18,39,42
S01004234,789,502,80,123,4,8,30,42
S01004235,717,440,48,138,7,16,31,37
S01004236,796,408,88,152,4,14,51,79
S01004237,579,334,34,121,1,10,27,52
S01004238,451,248,58,90,3,9,17,26
S01004239,668,374,64,105,7,12,46,60
S01004240,649,384,66,121,2,9,33,34
S01004241,442,242,54,73,1,15,19,38
S01004242,707,418,58,148,3,7,38,35
S01004243,555,324,76,93,3,12,26,21
S01004244,531,246,68,126,1,15,39,36
S01004245,779,412,82,149,3,14,38,81
S01004246,510,302,62,96,3,11,12,24
S01004247,697,272,118,168,5,13,60,61
S01004248,855,382,98,207,2,17,61,88
S01004249,754,360,72,170,4,20,61,67
S01004250,856,456,86,152,7,17,49,89
S01004251,706,370,64,132,3,15,34,88
S01004252,523,320,48,89,1,16,19,30
S01004253,475,234,68,107,2,8,26,30
S01004254,556,378,46,84,2,7,13,26
S01004255,2106,1060,384,450,14,45,94,59
S01004256,1072,562,154,226,5,33,52,40
S01004257,526,340,48,79,2,11,23,23
S01004258,610,380,56,104,6,15,20,29
S01004259,537,288,62,105,4,17,34,27
S01004260,434,276,30,62,1,7,15,43
S01004261,671,286,60,199,5,14,52,55
S01004262,628,338,76,115,5,30,28,36
S01004263,608,242,86,148,2,20,57,53
S01004264,636,316,66,129,-,25,43,57
S01004265,746,346,122,155,7,23,47,46
S01004266,471,190,68,94,5,13,36,65
S01004267,444,294,16,62,6,3,19,44
S01004268,496,236,62,117,1,15,40,25
S01004269,702,348,64,140,3,22,49,76
S01004270,493,156,46,146,3,21,70,51
S01004271,556,224,52,131,2,20,54,73
S01004272,488,294,38,97,1,10,25,23
S01004273,513,306,46,80,3,9,27,42
S01004274,755,414,84,132,7,22,47,49
S01004275,479,250,52,95,1,13,45,23
S01004276,728,314,70,159,8,20,79,78
S01004277,615,372,46,125,3,8,26,35
S01004278,1027,530,148,187,3,22,52,85
S01004279,651,260,94,195,4,22,52,24
S01004280,821,428,56,191,2,14,43,87
S01004281,569,316,62,114,11,12,24,30
S01004282,699,256,100,197,4,18,81,43
S01004283,568,256,74,148,6,11,40,33
S01004284,751,314,114,189,1,20,56,57
S01004285,319,170,66,39,-,17,27,-
S01004286,429,270,34,76,3,11,24,11
S01004287,546,334,46,95,2,4,22,43
S01004288,540,300,76,99,2,13,21,29
S01004289,445,202,48,115,2,13,34,31
S01004290,801,452,100,147,2,21,36,43
S01004291,690,356,98,128,3,20,39,46
S01004292,644,370,104,103,5,29,18,15
S01004293,786,456,70,137,11,16,26,70
S01004294,621,314,68,134,7,12,31,55
S01004295,630,274,92,148,3,16,41,56
S01004296,718,374,74,134,6,18,41,71
S01004297,556,220,90,137,5,13,51,40
S01004298,1035,652,104,161,7,16,43,52
S01004299,473,118,88,148,5,17,53,44
S01004300,497,140,88,154,1,17,51,46
S01004301,654,394,50,121,-,20,20,49
S01004302,603,438,26,79,-,6,6,48
S01004303,482,194,66,134,1,19,37,31
S01004304,671,206,138,178,4,27,67,51
S01004305,541,226,96,128,2,19,30,40
S01004306,498,232,74,85,2,8,41,56
S01004307,509,278,44,112,5,11,44,15
S01004308,779,356,96,183,3,20,47,74
S01004309,663,486,36,80,7,4,16,34
S01004310,592,284,80,133,2,13,41,39
S01004311,897,350,144,227,5,34,78,59
S01004312,587,308,40,113,7,10,62,47
S01004313,1012,570,128,179,8,27,54,46
S01004314,648,342,70,128,5,19,35,49
S01004315,379,228,42,62,2,4,11,30
S01004316,327,284,10,25,1,4,-,3
S01004317,896,540,62,170,7,15,36,66
S01004318,442,164,40,103,4,12,38,81
S01004319,743,466,62,114,8,10,34,49
S01004320,662,304,88,152,2,21,46,49
S01004321,586,234,76,158,3,26,49,40
S01004322,830,404,92,190,7,15,48,74
S01004323,539,226,64,131,2,10,43,63
S01004324,630,300,76,148,1,12,36,57
S01004325,880,446,86,205,8,16,38,81
S01004326,726,433,32,169,7,11,26,48
S01004327,579,332,42,122,5,15,34,29
S01004328,509,260,60,97,6,7,28,51
S01004329,422,220,48,75,3,11,20,45
S01004330,1127,660,120,201,1,22,59,64
S01004331,474,234,46,88,5,11,39,51
S01004332,504,308,34,93,3,12,18,36
S01004333,467,232,39,105,6,18,28,39
S01004334,743,482,68,129,7,10,21,26
S01004335,419,222,44,88,3,10,24,28
S01004336,833,404,92,184,4,25,52,72
S01004337,625,276,90,140,3,19,41,56
S01004338,597,352,54,109,2,13,26,41
S01004339,777,480,56,139,2,15,32,53
S01004340,428,190,64,108,2,7,38,19
S01004341,435,204,54,102,3,11,39,22
S01004342,546,354,56,84,1,14,22,15
S01004343,476,236,52,109,1,15,35,28
S01004344,663,296,78,141,1,27,60,60
S01004345,918,460,109,197,7,36,45,64
S01004346,375,200,22,88,4,6,21,34
S01004347,745,416,80,144,4,6,36,59
S01004348,565,270,62,147,2,12,27,45
S01004349,616,330,54,110,10,9,41,62
S01004350,428,254,44,64,2,7,17,40
S01004351,439,204,36,92,3,15,41,48
S01004352,488,262,44,82,4,12,21,63
S01004353,714,342,76,139,13,22,49,73
S01004354,394,198,60,77,-,12,22,25
S01004355,475,272,24,113,2,12,14,38
S01004356,785,342,96,172,1,29,68,77
S01004357,650,446,40,101,2,10,21,30
S01004358,599,370,46,118,2,8,20,35
S01004359,436,206,48,109,-,14,24,35
S01004360,522,200,82,124,4,21,41,50
S01004361,653,306,80,137,4,21,51,54
S01004362,503,188,60,126,2,25,41,61
S01004363,731,138,90,283,4,36,111,69
S01004364,780,256,130,224,4,31,85,50
S01004365,540,214,76,171,2,17,40,20
S01004366,509,238,38,139,2,11,43,38
S01004367,588,258,76,149,2,30,42,31
S01004368,420,124,48,132,-,17,46,53
S01004369,554,264,72,130,1,21,43,23
S01004370,600,344,44,125,6,9,17,55
S01004371,553,212,74,160,3,30,42,32
S01004372,761,432,64,140,14,14,33,64
S01004373,540,210,78,156,1,20,28,47
S01004374,674,218,72,173,11,27,86,87
S01004375,486,214,52,144,-,15,33,28
S01004376,657,274,86,184,-,26,56,31
S01004377,603,204,56,203,3,24,61,52
S01004378,790,376,72,173,7,19,66,77
S01004379,704,282,90,169,5,26,74,58
S01004380,564,190,82,183,2,14,46,47
S01004381,639,270,98,162,5,22,49,33
S01004382,598,242,44,168,5,16,53,70
S01004383,646,312,86,126,3,25,38,56
S01004384,555,266,40,131,1,17,48,52
S01004385,620,286,84,127,5,26,51,41
S01004386,831,492,38,135,5,18,35,108
S01004387,767,300,80,226,2,22,64,73
S01004388,502,158,68,165,3,18,50,40
S01004389,508,262,38,110,1,14,32,51
S01004390,644,260,78,179,8,13,57,49
S01004391,474,284,30,100,4,10,14,32
S01004392,689,292,98,174,-,30,55,40
S01004393,737,288,85,208,4,22,75,55
S01004394,643,208,64,220,5,29,53,64
S01004395,459,180,54,148,-,11,38,28
S01004396,614,252,84,148,2,21,56,51
S01004397,728,420,62,172,2,15,27,30
S01004398,664,314,76,147,1,13,42,71
S01004399,376,96,62,118,3,14,46,37
S01004400,419,212,36,116,1,6,25,23
S01004401,872,536,56,197,5,18,35,25
S01004402,648,274,84,181,4,22,43,40
S01004403,423,234,32,104,2,8,15,28
S01004404,567,314,62,126,2,22,23,18
S01004405,622,316,52,145,5,19,32,53
S01004406,669,206,92,240,5,23,61,42
S01004407,526,176,55,171,5,23,43,53
S01004408,1072,688,86,210,3,17,44,24
S01004409,383,182,46,68,8,9,32,38
S01004410,727,302,94,200,2,27,59,43
S01004411,461,178,44,141,-,9,47,42
S01004412,869,356,48,244,6,42,81,92
S01004413,600,164,74,170,3,25,93,71
S01004414,627,130,70,231,3,34,97,62
S01004415,569,176,90,164,3,27,57,52
S01004416,664,281,72,169,4,17,40,81
S01004417,645,164,76,238,1,38,82,46
S01004418,729,324,82,205,3,14,49,52
S01004419,653,310,56,160,7,19,36,65
S01004420,633,348,36,149,2,16,23,59
S01004421,738,162,80,252,6,32,118,88
S01004422,512,200,44,133,4,19,48,64
S01004423,643,280,52,167,6,14,57,67
S01004424,567,176,68,188,2,25,52,56
S01004425,478,270,20,119,2,13,26,28
S01004426,500,280,26,109,5,9,29,42
S01004427,628,198,76,211,5,15,64,59
S01004428,676,216,108,227,4,33,52,36
S01004429,614,204,67,217,6,18,48,54
S01004430,403,156,42,115,1,14,35,40
S01004431,576,128,72,230,3,28,73,42
S01004432,769,338,72,216,2,30,54,57
S01004433,745,362,64,179,6,20,46,68
S01004434,673,260,97,181,1,27,46,61
S01004435,747,364,80,164,3,26,46,64
S01004436,595,254,62,174,5,19,39,42
S01004437,648,254,70,213,1,28,49,33
S01004438,493,192,46,154,2,17,40,42
S01004439,510,214,54,157,-,15,47,23
S01004440,591,242,72,149,2,17,46,63
S01004441,1038,668,94,172,7,10,31,56
S01004442,718,260,64,235,7,23,64,65
S01004443,514,180,86,169,1,25,27,26
S01004444,690,208,92,237,3,18,76,56
S01004445,589,242,88,160,6,14,49,30
S01004446,633,258,56,205,2,23,58,31
S01004447,549,202,84,144,4,27,49,39
S01004448,485,276,42,115,4,8,16,24
S01004449,677,258,76,192,4,34,54,59
S01004450,720,250,58,201,9,24,74,104
S01004451,692,222,66,235,6,25,67,71
S01004452,561,298,58,123,-,11,26,45
S01004453,791,492,60,174,1,15,18,31
S01004454,824,348,82,222,8,18,73,73
S01004455,685,420,42,118,4,10,36,55
S01004456,417,230,46,92,-,12,20,17
S01004457,700,290,70,215,5,17,45,58
S01004458,632,210,84,220,2,18,61,37
S01004459,492,234,40,117,2,20,22,57
S01004460,517,352,24,100,3,7,10,21
S01004461,486,314,30,87,3,7,20,25
S01004462,519,314,30,127,1,10,18,19
S01004463,630,340,50,137,-,14,38,51
S01004464,650,250,90,208,3,19,43,37
S01004465,617,362,38,134,-,11,32,40
S01004466,821,456,72,176,2,13,36,66
S01004467,695,224,86,233,7,35,73,37
S01004468,695,434,62,126,-,18,20,35
S01004469,480,192,50,168,2,15,28,25
S01004470,549,366,62,95,1,9,11,5
S01004471,1460,882,166,287,10,33,44,38
S01004472,583,382,38,85,2,10,17,49
S01004473,955,648,48,136,6,18,35,64
S01004474,810,360,84,217,2,29,58,60
S01004475,414,248,28,85,4,9,15,25
S01004476,614,290,52,141,6,17,45,63
S01004477,876,492,70,187,4,26,49,48
S01004478,474,218,54,104,4,23,27,44
S01004479,594,346,44,118,4,13,23,46
S01004480,767,312,90,210,2,26,63,64
S01004481,641,296,70,169,1,22,53,30
S01004482,765,248,70,218,3,37,80,109
S01004483,540,202,60,168,1,29,35,45
S01004484,827,492,64,164,3,15,33,56
S01004485,458,276,40,91,3,9,20,19
S01004486,791,458,80,155,4,14,29,51
S01004487,886,376,84,241,9,27,67,82
S01004488,569,262,58,142,1,14,37,55
S01004489,741,410,86,166,1,10,39,29
S01004490,560,348,38,96,7,10,15,46
S01004491,598,178,82,209,1,29,49,50
S01004492,738,306,102,186,4,24,57,59
S01004493,781,388,72,165,3,20,53,80
S01004494,696,280,78,207,1,27,61,42
S01004495,576,222,56,166,3,23,54,52
S01004496,536,196,82,136,3,20,39,60
S01004497,698,230,94,201,4,23,77,69
S01004498,583,294,60,140,2,15,34,38
S01004499,516,246,62,123,2,7,33,43
S01004500,616,398,32,97,1,15,24,49
S01004501,595,218,76,195,3,16,44,43
S01004502,608,308,58,135,7,16,26,58
S01004503,594,260,52,117,8,22,57,78
S01004504,553,220,56,162,4,21,36,54
S01004505,432,174,50,130,3,16,29,30
S01004506,402,194,53,97,-,11,26,21
S01004507,591,280,62,129,3,21,40,56
S01004508,594,304,54,111,10,18,36,61
S01004509,822,498,92,145,1,15,32,39
S01004510,669,402,28,100,8,12,32,87
S01004511,826,402,62,155,9,16,59,123
S01004512,747,462,34,128,8,6,17,92
S01004513,466,188,30,105,6,22,49,66
S01004514,487,254,52,116,-,13,29,23
S01004515,686,164,62,221,9,36,88,106
S01004516,363,164,46,88,-,7,26,32
S01004517,652,152,78,215,5,29,93,80
S01004518,494,270,34,123,1,14,23,29
S01004519,703,318,76,190,5,20,63,31
S01004520,796,382,32,185,2,23,61,111
S01004521,616,374,44,98,-,7,27,66
S01004522,754,504,58,110,1,6,24,51
S01004523,672,412,22,107,14,9,16,92
S01004524,511,324,26,79,3,4,17,58
S01004525,825,530,48,122,8,12,35,70
S01004526,588,402,44,92,4,8,16,22
S01004527,482,204,72,118,8,10,23,47
S01004528,646,324,58,134,3,16,47,64
S01004529,711,400,56,157,3,13,32,50
S01004530,434,254,36,105,1,8,18,12
S01004531,845,424,106,183,6,22,39,65
S01004532,656,198,102,221,5,40,62,28
S01004533,381,78,58,138,5,16,50,36
S01004534,509,210,66,163,2,15,22,31
S01004535,728,394,80,141,4,21,29,59
S01004536,542,218,70,161,3,17,39,34
S01004537,666,272,78,173,3,22,52,66
S01004538,612,256,60,169,7,17,40,63
S01004539,563,252,52,154,3,19,37,46
S01004540,855,394,76,243,5,32,59,46
S01004541,688,274,90,180,1,26,48,69
S01004542,567,340,64,109,1,10,21,22
S01004543,677,276,70,199,8,15,49,60
S01004544,1483,646,214,404,6,41,89,83
S01004545,646,198,86,199,2,26,60,75
S01004546,696,236,90,194,2,28,71,75
S01004547,708,194,104,234,2,33,73,68
S01004548,646,216,54,201,4,27,67,77
S01004549,1648,838,286,340,8,38,52,86
S01004550,574,122,86,204,8,35,64,55
S01004551,1183,650,158,224,3,24,54,70
S01004552,633,210,62,218,4,36,54,49
S01004553,424,210,32,120,1,16,24,21
S01004554,590,242,58,184,1,25,40,40
S01004555,519,246,62,106,5,18,41,41
S01004556,554,170,68,193,5,31,52,35
S01004557,334,170,40,69,1,8,25,21
S01004558,797,310,66,250,2,23,52,94
S01004559,840,364,66,191,9,17,47,146
S01004560,408,134,50,159,-,22,21,22
S01004561,770,258,60,267,5,27,67,86
S01004562,483,194,50,127,2,14,58,38
S01004563,676,390,42,137,-,9,35,63
S01004564,506,286,38,111,1,10,21,39
S01004565,740,450,50,170,1,12,22,35
S01004566,537,262,80,129,1,19,27,19
S01004567,431,106,52,123,4,22,50,74
S01004568,582,284,52,143,4,11,32,56
S01004569,522,126,86,202,4,21,44,39
S01004570,530,348,24,111,1,9,14,23
S01004571,525,256,44,137,1,13,25,49
S01004572,577,248,56,173,1,22,29,48
S01004573,505,240,54,114,2,15,15,65
S01004574,413,246,26,89,1,5,17,29
S01004575,578,212,70,171,1,14,47,63
S01004576,459,250,60,107,1,13,16,12
S01004577,528,264,42,129,4,23,32,34
S01004578,710,476,32,133,5,8,21,35
S01004579,520,140,34,164,3,27,69,83
S01004580,691,300,54,196,3,18,41,79
S01004581,1064,450,118,300,5,27,76,88
S01004582,499,238,56,120,6,14,21,44
S01004583,690,204,60,196,3,47,81,99
S01004584,505,198,76,151,3,20,21,36
S01004585,463,174,62,123,2,15,34,53
S01004586,861,502,58,189,3,15,25,69
S01004587,1005,252,136,367,5,56,109,80
S01004588,540,208,80,129,1,10,41,71
S01004589,693,350,90,143,6,19,35,50
S01004590,631,222,94,191,3,26,56,39
S01004591,471,214,44,128,1,16,23,45
S01004592,492,224,38,139,6,18,24,43
S01004593,745,326,144,182,-,25,34,34
S01004594,405,120,44,137,2,20,49,33
S01004595,845,460,76,187,9,15,21,77
S01004596,609,186,32,185,8,22,79,97
S01004597,438,238,42,106,-,15,23,14
S01004598,555,244,62,130,1,18,28,72
S01004599,723,380,72,186,6,22,25,32
S01004600,710,268,78,215,1,24,51,73
S01004601,747,316,62,211,4,24,52,78
S01004602,751,454,46,149,3,10,22,67
S01004603,699,208,70,269,3,22,57,70
S01004604,492,194,26,138,3,9,41,81
S01004605,754,272,70,258,6,26,53,69
S01004606,699,298,106,152,14,14,42,73
S01004607,481,200,36,132,3,20,31,59
S01004608,1180,622,134,281,11,36,48,48
S01004609,435,156,42,149,4,18,26,40
S01004610,519,210,54,163,5,11,33,43
S01004611,874,388,114,210,5,28,54,75
S01004612,830,286,104,292,3,38,63,44
S01004613,1243,616,168,331,11,34,47,36
S01004614,643,300,46,174,6,16,40,61
S01004615,944,432,68,261,11,26,54,92
S01004616,652,348,54,172,6,24,22,26
S01004617,503,152,58,203,7,21,38,24
S01004618,494,132,66,188,3,26,43,36
S01004619,415,130,44,138,2,18,44,39
S01004620,515,120,96,162,12,25,74,26
S01004621,744,376,64,205,4,20,33,42
S01004622,703,336,70,193,1,23,34,46
S01004623,792,320,118,212,-,25,55,62
S01004624,981,374,98,308,3,39,83,76
S01004625,605,238,62,192,3,16,52,42
S01004626,1465,698,224,367,11,46,58,61
S01004627,451,170,74,137,1,17,32,20
S01004628,427,118,78,154,3,13,38,23
S01004629,718,402,96,159,4,14,23,20
S01004630,760,350,74,202,5,25,45,59
S01004631,610,234,74,175,1,21,54,51
S01004632,732,284,70,249,2,29,41,57
S01004633,473,230,52,102,2,17,27,43
S01004634,873,468,84,244,9,17,22,29
S01004635,609,204,54,211,3,23,63,51
S01004636,526,178,74,168,4,18,41,43
S01004637,453,218,44,103,8,19,24,37
S01004638,435,144,72,121,1,17,42,38
S01004639,552,216,48,151,2,22,43,70
S01004640,623,240,65,195,6,10,32,75
S01004641,521,226,51,164,1,20,24,35
S01004642,690,284,48,212,5,29,48,64
S01004643,362,126,40,117,1,15,28,35
S01004644,585,260,66,151,2,19,26,61
S01004645,693,196,88,241,3,31,82,52
S01004646,642,282,74,183,3,19,35,46
S01004647,924,494,70,226,6,19,36,73
S01004648,840,326,75,298,2,27,62,50
S01004649,466,136,48,184,13,29,35,21
S01004650,634,262,60,178,3,26,47,58
S01004651,731,256,98,229,10,32,55,51
S01004652,788,314,110,251,6,36,39,32
S01004653,514,198,52,145,4,17,43,55
S01004654,843,438,96,201,1,20,25,62
S01004655,753,236,110,253,5,29,57,63
S01004656,470,122,86,165,3,16,27,51
S01004657,599,298,108,125,3,18,18,29
S01004658,778,364,72,226,7,23,41,45
S01004659,432,210,38,95,4,15,21,49
S01004660,622,328,78,166,-,18,20,12
S01004661,611,212,98,198,1,24,38,40
S01004662,736,280,80,212,3,27,77,57
S01004663,424,220,32,113,3,12,19,25
S01004664,484,236,42,124,6,9,24,43
S01004665,537,178,54,175,-,23,56,51
S01004666,610,278,105,143,5,13,22,44
S01004667,552,176,80,186,4,27,45,34
S01004668,762,382,82,194,4,24,39,37
S01004669,753,304,90,218,6,20,50,65
S01004670,807,278,78,240,4,39,89,79
S01004671,676,292,76,195,6,19,45,43
S01004672,508,236,42,146,-,25,20,39
S01004673,666,200,102,237,7,26,51,43
S01004674,678,332,62,170,1,7,47,59
S01004675,660,332,48,176,3,17,35,49
S01004676,596,260,58,154,10,18,40,56
S01004677,747,268,90,222,2,28,60,77
S01004678,681,394,60,141,3,23,29,31
S01004679,411,176,34,106,2,10,32,51
S01004680,687,174,76,256,6,34,60,81
S01004681,621,292,95,166,1,12,29,26
S01004682,422,112,56,134,2,19,47,52
S01004683,573,322,40,148,1,8,25,29
S01004684,1162,578,146,268,4,35,40,91
S01004685,419,152,50,133,6,10,38,30
S01004686,619,224,68,199,4,22,35,67
S01004687,849,392,80,226,5,31,56,59
S01004688,559,320,50,130,2,11,20,26
S01004689,814,402,56,221,4,29,49,53
S01004690,445,194,72,117,1,12,31,18
S01004691,607,396,24,130,1,4,19,33
S01004692,550,254,34,162,-,11,35,54
S01004693,610,366,28,128,5,15,26,42
S01004694,488,190,50,147,4,12,27,58
S01004695,550,342,28,149,4,10,12,5
S01004696,716,242,116,235,-,28,57,38
S01004697,678,420,40,142,1,10,27,38
S01004698,434,234,60,102,2,13,16,7
S01004699,611,208,94,208,3,23,36,39
S01004700,614,294,54,143,1,17,41,64
S01004701,632,360,98,120,4,14,28,8
S01004702,450,224,36,121,4,7,26,32
S01004703,699,382,64,153,8,28,34,30
S01004704,495,204,54,151,2,13,31,40
S01004705,729,356,80,189,3,23,35,43
S01004706,1183,692,162,242,5,34,25,23
S01004707,735,332,76,201,1,30,47,48
S01004708,491,198,52,135,7,19,33,47
S01004709,602,332,40,161,3,12,26,28
S01004710,644,260,56,197,4,23,39,65
S01004711,695,266,64,247,8,29,49,32
S01004712,410,158,30,116,4,11,43,48
S01004713,559,224,72,162,5,19,37,40
S01004714,637,288,64,156,4,23,43,59
S01004715,1274,686,156,259,4,34,71,64
S01004716,715,346,38,186,2,19,33,91
S01004717,743,316,98,222,3,26,34,44
S01004718,739,340,86,180,2,25,48,58
S01004719,771,362,84,195,5,17,46,62
S01004720,677,282,96,168,6,27,42,56
S01004721,477,284,24,128,2,11,12,16
S01004722,528,222,38,176,5,10,27,50
S01004723,553,306,48,130,1,12,19,37
S01004724,831,360,64,229,2,30,48,98
S01004725,476,216,68,127,-,18,23,24
S01004726,457,206,40,142,2,14,25,28
S01004727,673,210,52,205,4,28,69,105
S01004728,741,414,88,169,6,18,27,19
S01004729,494,200,52,166,6,15,26,29
S01004730,1070,294,124,425,10,47,98,72
S01004731,652,328,74,158,7,18,28,39
S01004732,519,268,50,142,1,8,21,29
S01004733,570,230,48,176,1,29,41,45
