DataZone,InterZone,MMWard,ROAL,SPConst,UKPConst,CHP,Council,ROAC,HB,CTRY
S01001544,S02000286,S13002565,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001545,S02000287,S13002565,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001546,S02000287,S13002565,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001547,S02000287,S13002565,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001548,S02000287,S13002565,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001549,S02000287,S13002565,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001550,S02000288,S13002575,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001551,S02000288,S13002575,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001552,S02000289,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001553,S02000288,S13002575,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001554,S02000288,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001555,S02000290,S13002571,S06000091,S16000130,S14000020,S03000031,S12000010,S05000018,S08000024,S92000003
S01001556,S02000289,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001557,S02000288,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001558,S02000289,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001559,S02000289,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001560,S02000290,S13002570,S06000091,S16000130,S14000020,S03000031,S12000010,S05000018,S08000024,S92000003
S01001561,S02000290,S13002571,S06000051,S16000130,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001562,S02000291,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001563,S02000292,S13002570,S06000054,S16000130,S14000020,S03000031,S12000010,S05000012,S08000024,S92000003
S01001564,S02000292,S13002570,S06000054,S16000130,S14000020,S03000031,S12000010,S05000012,S08000024,S92000003
S01001565,S02000292,S13002570,S06000054,S16000130,S14000020,S03000031,S12000010,S05000012,S08000024,S92000003
S01001566,S02000292,S13002570,S06000054,S16000130,S14000020,S03000031,S12000010,S05000012,S08000024,S92000003
S01001567,S02000295,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001568,S02000292,S13002571,S06000051,S16000130,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001569,S02000291,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001570,S02000293,S13002570,S06000054,S16000130,S14000020,S03000031,S12000010,S05000012,S08000024,S92000003
S01001571,S02000290,S13002571,S06000051,S16000130,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001572,S02000292,S13002570,S06000054,S16000130,S14000020,S03000031,S12000010,S05000012,S08000024,S92000003
S01001573,S02000302,S13002576,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001574,S02000290,S13002571,S06000051,S16000130,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001575,S02000292,S13002570,S06000054,S16000130,S14000020,S03000031,S12000010,S05000012,S08000024,S92000003
S01001576,S02000295,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001577,S02000295,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001578,S02000304,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001579,S02000297,S13002571,S06000051,S16000130,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001580,S02000294,S13002571,S06000051,S16000130,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001581,S02000293,S13002570,S06000054,S16000130,S14000020,S03000031,S12000010,S05000012,S08000024,S92000003
S01001582,S02000290,S13002571,S06000051,S16000130,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001583,S02000294,S13002571,S06000051,S16000130,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001584,S02000293,S13002570,S06000054,S16000130,S14000020,S03000031,S12000010,S05000012,S08000024,S92000003
S01001585,S02000294,S13002571,S06000051,S16000130,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001586,S02000293,S13002570,S06000054,S16000130,S14000020,S03000031,S12000010,S05000012,S08000024,S92000003
S01001587,S02000291,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001588,S02000297,S13002571,S06000051,S16000130,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001589,S02000291,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001590,S02000296,S13002570,S06000054,S16000130,S14000020,S03000031,S12000010,S05000012,S08000024,S92000003
S01001591,S02000295,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001592,S02000297,S13002571,S06000051,S16000130,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001593,S02000294,S13002571,S06000051,S16000130,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001594,S02000296,S13002570,S06000054,S16000130,S14000020,S03000031,S12000010,S05000012,S08000024,S92000003
S01001595,S02000295,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001596,S02000294,S13002571,S06000051,S16000130,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001597,S02000296,S13002571,S06000051,S16000130,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001598,S02000293,S13002570,S06000054,S16000130,S14000020,S03000031,S12000010,S05000012,S08000024,S92000003
S01001599,S02000296,S13002570,S06000054,S16000130,S14000020,S03000031,S12000010,S05000012,S08000024,S92000003
S01001600,S02000296,S13002570,S06000051,S16000130,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001601,S02000302,S13002576,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001602,S02000291,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001603,S02000295,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001604,S02000295,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001605,S02000304,S13002573,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001606,S02000296,S13002571,S06000051,S16000130,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001607,S02000297,S13002572,S06000051,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001608,S02000298,S13002575,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001609,S02000298,S13002575,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001610,S02000298,S13002575,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001611,S02000288,S13002575,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001612,S02000299,S13002575,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001613,S02000300,S13002572,S06000051,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001614,S02000298,S13002575,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001615,S02000298,S13002575,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001616,S02000299,S13002575,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001617,S02000301,S13002572,S06000051,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001618,S02000302,S13002576,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001619,S02000300,S13002572,S06000051,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001620,S02000300,S13002572,S06000051,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001621,S02000300,S13002572,S06000051,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001622,S02000298,S13002575,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001623,S02000299,S13002575,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001624,S02000299,S13002575,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001625,S02000301,S13002572,S06000051,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001626,S02000299,S13002575,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001627,S02000300,S13002572,S06000051,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001628,S02000300,S13002572,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001629,S02000301,S13002572,S06000051,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001630,S02000301,S13002572,S06000051,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001631,S02000303,S13002572,S06000051,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001632,S02000303,S13002572,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001633,S02000304,S13002572,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001634,S02000303,S13002572,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001635,S02000303,S13002572,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001636,S02000303,S13002572,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001637,S02000303,S13002572,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001638,S02000303,S13002572,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001639,S02000303,S13002572,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001640,S02000304,S13002572,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001641,S02000302,S13002576,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001642,S02000304,S13002572,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001643,S02000302,S13002576,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001644,S02000305,S13002576,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001645,S02000305,S13002576,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001646,S02000307,S13002575,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001647,S02000305,S13002576,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001648,S02000306,S13002576,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001649,S02000306,S13002576,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001650,S02000306,S13002576,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001651,S02000306,S13002576,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001652,S02000302,S13002576,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001653,S02000305,S13002576,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001654,S02000304,S13002574,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001655,S02000304,S13002574,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001656,S02000307,S13002574,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001657,S02000302,S13002574,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001658,S02000308,S13002574,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001659,S02000307,S13002574,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001660,S02000307,S13002574,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001661,S02000307,S13002574,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001662,S02000308,S13002574,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001663,S02000308,S13002574,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001664,S02000308,S13002574,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001665,S02000309,S13002574,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001666,S02000308,S13002574,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001667,S02000309,S13002574,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001668,S02000309,S13002574,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001669,S02000309,S13002574,S06000052,S16000102,S14000020,S03000031,S12000010,S05000010,S08000024,S92000003
S01001670,S02000310,S13002582,S06000077,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001671,S02000310,S13002582,S06000077,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001672,S02000310,S13002582,S06000077,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001673,S02000310,S13002582,S06000077,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001674,S02000310,S13002582,S06000077,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001675,S02000310,S13002582,S06000077,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001676,S02000311,S13002581,S06000053,S16000103,S14000021,S03000017,S12000011,S05000011,S08000021,S92000003
S01001677,S02000310,S13002582,S06000077,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001678,S02000314,S13002577,S06000053,S16000140,S14000021,S03000017,S12000011,S05000011,S08000021,S92000003
S01001679,S02000311,S13002581,S06000076,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001680,S02000311,S13002581,S06000076,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001681,S02000311,S13002581,S06000076,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001682,S02000314,S13002577,S06000053,S16000140,S14000021,S03000017,S12000011,S05000011,S08000021,S92000003
S01001683,S02000311,S13002581,S06000076,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001684,S02000314,S13002577,S06000151,S16000140,S14000021,S03000017,S12000011,S05000022,S08000021,S92000003
S01001685,S02000313,S13002577,S06000076,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001686,S02000311,S13002581,S06000076,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001687,S02000311,S13002581,S06000076,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001688,S02000312,S13002581,S06000076,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001689,S02000312,S13002581,S06000076,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001690,S02000313,S13002577,S06000053,S16000103,S14000021,S03000017,S12000011,S05000011,S08000021,S92000003
S01001691,S02000316,S13002581,S06000076,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001692,S02000313,S13002577,S06000076,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001693,S02000313,S13002577,S06000053,S16000103,S14000021,S03000017,S12000011,S05000011,S08000021,S92000003
S01001694,S02000315,S13002582,S06000077,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001695,S02000312,S13002581,S06000076,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001696,S02000312,S13002581,S06000076,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001697,S02000313,S13002577,S06000076,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001698,S02000315,S13002582,S06000077,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
S01001699,S02000313,S13002577,S06000053,S16000103,S14000021,S03000017,S12000011,S05000011,S08000021,S92000003
S01001700,S02000316,S13002581,S06000076,S16000103,S14000021,S03000017,S12000011,S05000015,S08000021,S92000003
